size;array_type;threshold;time_ms
6600;"random";20;1.232
6700;"random";20;1.2995
6800;"random";20;1.2596
6900;"random";20;1.3017
7000;"random";20;1.31
7100;"random";20;1.3263
7200;"random";20;1.3463
7300;"random";20;1.3634
7400;"random";20;1.7278
7500;"random";20;1.3924
7600;"random";20;1.4418
7700;"random";20;1.4347
7800;"random";20;1.452
7900;"random";20;1.4683
8000;"random";20;1.4862
8100;"random";20;1.5255
8200;"random";20;1.6174
8300;"random";20;1.7436
8400;"random";20;1.5494
8500;"random";20;1.5953
8600;"random";20;1.6321
8700;"random";20;1.6251
8800;"random";20;1.6536
8900;"random";20;1.6596
9000;"random";20;1.7701
9100;"random";20;1.8377
9200;"random";20;1.7309
9300;"random";20;1.7578
9400;"random";20;1.7681
9500;"random";20;1.7814
9600;"random";20;1.789
9700;"random";20;1.8131
9800;"random";20;1.9419
9900;"random";20;1.8624
10000;"random";20;1.8703
500;"reversed";20;0.0506
600;"reversed";20;0.0603
700;"reversed";20;0.0715
800;"reversed";20;0.0813
900;"reversed";20;0.0928
1000;"reversed";20;0.1039
1100;"reversed";20;0.1176
1200;"reversed";20;0.1287
1300;"reversed";20;0.1486
1400;"reversed";20;0.1489
1500;"reversed";20;0.1623
1600;"reversed";20;0.1726
1700;"reversed";20;0.1874
1800;"reversed";20;0.1958
1900;"reversed";20;0.2108
2000;"reversed";20;0.2242
2100;"reversed";20;0.2386
2200;"reversed";20;0.2558
2300;"reversed";20;0.2655
2400;"reversed";20;0.2861
2500;"reversed";20;0.2969
2600;"reversed";20;0.3114
2700;"reversed";20;0.3165
2800;"reversed";20;0.325
2900;"reversed";20;0.3396
3000;"reversed";20;0.35
3100;"reversed";20;0.3692
3200;"reversed";20;0.3739
3300;"reversed";20;0.3946
3400;"reversed";20;0.4041
3500;"reversed";20;0.4372
3600;"reversed";20;0.4302
3700;"reversed";20;0.4446
3800;"reversed";20;0.4681
3900;"reversed";20;0.4813
4000;"reversed";20;0.4952
4100;"reversed";20;0.5289
4200;"reversed";20;0.532
4300;"reversed";20;0.5296
4400;"reversed";20;0.5478
4500;"reversed";20;0.5588
4600;"reversed";20;0.5838
4700;"reversed";20;0.616
4800;"reversed";20;0.7198
4900;"reversed";20;0.6261
5000;"reversed";20;0.6398
5100;"reversed";20;0.6545
5200;"reversed";20;0.686
5300;"reversed";20;0.7916
5400;"reversed";20;0.6922
5500;"reversed";20;0.702
5600;"reversed";20;0.7202
5700;"reversed";20;0.7339
5800;"reversed";20;0.8391
5900;"reversed";20;0.7603
6000;"reversed";20;0.7747
6100;"reversed";20;0.8522
6200;"reversed";20;0.8026
6300;"reversed";20;0.8168
6400;"reversed";20;0.8669
6500;"reversed";20;0.8785
6600;"reversed";20;0.8409
6700;"reversed";20;1.079
6800;"reversed";20;0.9211
6900;"reversed";20;0.9555
7000;"reversed";20;0.9069
7100;"reversed";20;1.1497
7200;"reversed";20;0.969
7300;"reversed";20;0.9734
7400;"reversed";20;0.9878
7500;"reversed";20;1.0235
7600;"reversed";20;1.0071
7700;"reversed";20;1.0292
7800;"reversed";20;1.6194
7900;"reversed";20;1.06
8000;"reversed";20;1.0655
8100;"reversed";20;1.0942
8200;"reversed";20;1.1148
8300;"reversed";20;1.1155
8400;"reversed";20;1.1096
8500;"reversed";20;1.1279
8600;"reversed";20;1.1381
8700;"reversed";20;1.1541
8800;"reversed";20;1.1726
8900;"reversed";20;1.1871
9000;"reversed";20;1.216
9100;"reversed";20;1.218
9200;"reversed";20;1.2452
9300;"reversed";20;1.2578
9400;"reversed";20;1.2781
9500;"reversed";20;1.293
9600;"reversed";20;1.3193
9700;"reversed";20;1.3237
9800;"reversed";20;1.3368
9900;"reversed";20;1.3695
10000;"reversed";20;1.3793
500;"almost_sorted";20;0.0365
600;"almost_sorted";20;0.0403
700;"almost_sorted";20;0.0584
800;"almost_sorted";20;0.0646
900;"almost_sorted";20;0.0718
1000;"almost_sorted";20;0.076
1100;"almost_sorted";20;0.0837
1200;"almost_sorted";20;0.0891
1300;"almost_sorted";20;0.1011
1400;"almost_sorted";20;0.1234
1500;"almost_sorted";20;0.134
1600;"almost_sorted";20;0.1391
1700;"almost_sorted";20;0.1504
1800;"almost_sorted";20;0.152
1900;"almost_sorted";20;0.1648
2000;"almost_sorted";20;0.1669
2100;"almost_sorted";20;0.1783
2200;"almost_sorted";20;0.1917
2300;"almost_sorted";20;0.19
2400;"almost_sorted";20;0.2018
2500;"almost_sorted";20;0.2088
2600;"almost_sorted";20;0.2284
2700;"almost_sorted";20;0.4524
2800;"almost_sorted";20;0.2819
2900;"almost_sorted";20;0.2866
3000;"almost_sorted";20;0.289
3100;"almost_sorted";20;0.299
3200;"almost_sorted";20;0.3152
3300;"almost_sorted";20;0.3214
3400;"almost_sorted";20;0.3209
3500;"almost_sorted";20;0.3391
3600;"almost_sorted";20;0.3425
3700;"almost_sorted";20;0.349
3800;"almost_sorted";20;0.3567
3900;"almost_sorted";20;0.3735
4000;"almost_sorted";20;0.5337
4100;"almost_sorted";20;0.428
4200;"almost_sorted";20;0.4011
4300;"almost_sorted";20;0.4177
4400;"almost_sorted";20;0.4194
4500;"almost_sorted";20;0.4844
4600;"almost_sorted";20;0.4457
4700;"almost_sorted";20;0.4487
4800;"almost_sorted";20;0.4923
4900;"almost_sorted";20;0.5622
5000;"almost_sorted";20;0.4778
5100;"almost_sorted";20;0.4852
5200;"almost_sorted";20;0.5173
5300;"almost_sorted";20;0.572
5400;"almost_sorted";20;0.5987
5500;"almost_sorted";20;0.6119
5600;"almost_sorted";20;0.6202
5700;"almost_sorted";20;0.641
5800;"almost_sorted";20;0.7194
5900;"almost_sorted";20;0.8374
6000;"almost_sorted";20;0.6986
6100;"almost_sorted";20;0.6918
6200;"almost_sorted";20;0.6719
6300;"almost_sorted";20;0.6986
6400;"almost_sorted";20;0.7017
6500;"almost_sorted";20;0.7082
6600;"almost_sorted";20;0.7327
6700;"almost_sorted";20;0.7262
6800;"almost_sorted";20;0.7486
6900;"almost_sorted";20;0.7409
7000;"almost_sorted";20;1.1869
7100;"almost_sorted";20;0.7695
7200;"almost_sorted";20;0.7708
7300;"almost_sorted";20;0.7802
7400;"almost_sorted";20;0.7853
7500;"almost_sorted";20;0.8036
7600;"almost_sorted";20;0.8058
7700;"almost_sorted";20;0.8197
7800;"almost_sorted";20;0.8315
7900;"almost_sorted";20;0.8245
8000;"almost_sorted";20;0.8298
8100;"almost_sorted";20;0.9133
8200;"almost_sorted";20;0.8539
8300;"almost_sorted";20;0.8562
8400;"almost_sorted";20;0.8681
8500;"almost_sorted";20;0.8722
8600;"almost_sorted";20;1.0046
8700;"almost_sorted";20;0.9053
8800;"almost_sorted";20;0.9148
8900;"almost_sorted";20;0.9249
9000;"almost_sorted";20;0.9247
9100;"almost_sorted";20;1.0755
9200;"almost_sorted";20;0.9724
9300;"almost_sorted";20;1.0037
9400;"almost_sorted";20;1.0131
9500;"almost_sorted";20;1.0095
9600;"almost_sorted";20;0.9809
9700;"almost_sorted";20;1.0016
9800;"almost_sorted";20;1.0093
9900;"almost_sorted";20;1.395
10000;"almost_sorted";20;1.0802
500;"random";30;0.0925
600;"random";30;0.0743
700;"random";30;0.0927
800;"random";30;0.1123
900;"random";30;0.1302
1000;"random";30;0.1521
1100;"random";30;0.1565
1200;"random";30;0.1867
1300;"random";30;0.1865
1400;"random";30;0.2003
1500;"random";30;0.2189
1600;"random";30;0.2635
1700;"random";30;0.2555
1800;"random";30;0.2641
1900;"random";30;0.3151
2000;"random";30;0.3112
2100;"random";30;0.3334
2200;"random";30;0.3543
2300;"random";30;0.3631
2400;"random";30;0.4196
2500;"random";30;0.3969
2600;"random";30;0.4417
2700;"random";30;0.432
2800;"random";30;0.4774
2900;"random";30;0.4606
3000;"random";30;0.4935
3100;"random";30;0.5275
3200;"random";30;0.5154
3300;"random";30;0.5611
3400;"random";30;0.6141
3500;"random";30;0.8046
3600;"random";30;0.5866
3700;"random";30;0.6424
3800;"random";30;0.643
3900;"random";30;0.6683
4000;"random";30;0.6888
4100;"random";30;0.7196
4200;"random";30;0.7475
4300;"random";30;0.7592
4400;"random";30;0.7759
4500;"random";30;0.8002
4600;"random";30;0.7869
4700;"random";30;0.8447
4800;"random";30;0.8424
4900;"random";30;0.8648
5000;"random";30;0.8776
5100;"random";30;0.9248
5200;"random";30;0.9507
5300;"random";30;0.9172
5400;"random";30;0.9412
5500;"random";30;0.9521
5600;"random";30;0.969
5700;"random";30;0.9904
5800;"random";30;1.0055
5900;"random";30;1.0218
6000;"random";30;1.0461
6100;"random";30;1.0655
6200;"random";30;1.0871
6300;"random";30;1.1094
6400;"random";30;1.1312
6500;"random";30;1.1578
6600;"random";30;1.2517
6700;"random";30;1.2273
6800;"random";30;1.27
6900;"random";30;1.2617
7000;"random";30;1.2873
7100;"random";30;1.2723
7200;"random";30;1.3071
7300;"random";30;1.3424
7400;"random";30;1.3436
7500;"random";30;1.375
7600;"random";30;1.4304
7700;"random";30;1.4399
7800;"random";30;1.4776
7900;"random";30;1.5123
8000;"random";30;1.4915
8100;"random";30;1.5544
8200;"random";30;1.5608
8300;"random";30;1.598
8400;"random";30;1.619
8500;"random";30;1.8364
8600;"random";30;1.6778
8700;"random";30;1.6933
8800;"random";30;1.6801
8900;"random";30;1.6849
9000;"random";30;1.8499
9100;"random";30;1.7102
9200;"random";30;1.8562
9300;"random";30;1.8632
9400;"random";30;1.8343
9500;"random";30;1.8358
9600;"random";30;1.8699
9700;"random";30;1.8719
9800;"random";30;1.8882
9900;"random";30;1.9849
10000;"random";30;1.8745
500;"reversed";30;0.0511
600;"reversed";30;0.0603
700;"reversed";30;0.0744
800;"reversed";30;0.0922
900;"reversed";30;0.109
1000;"reversed";30;0.1073
1100;"reversed";30;0.1181
1200;"reversed";30;0.1291
1300;"reversed";30;0.1459
1400;"reversed";30;0.1593
1500;"reversed";30;0.1765
1600;"reversed";30;0.1916
1700;"reversed";30;0.2127
1800;"reversed";30;0.2268
1900;"reversed";30;0.2477
2000;"reversed";30;0.2257
2100;"reversed";30;0.2401
2200;"reversed";30;0.2556
2300;"reversed";30;0.2638
2400;"reversed";30;0.2813
2500;"reversed";30;0.2966
2600;"reversed";30;0.3116
2700;"reversed";30;0.329
2800;"reversed";30;0.3433
2900;"reversed";30;0.3647
3000;"reversed";30;0.3767
3100;"reversed";30;0.3958
3200;"reversed";30;0.4118
3300;"reversed";30;0.4307
3400;"reversed";30;0.5129
3500;"reversed";30;0.4762
3600;"reversed";30;0.4951
3700;"reversed";30;0.5073
3800;"reversed";30;0.5282
3900;"reversed";30;0.5134
4000;"reversed";30;0.4859
4100;"reversed";30;0.5236
4200;"reversed";30;0.5266
4300;"reversed";30;0.5366
4400;"reversed";30;0.5531
4500;"reversed";30;0.5614
4600;"reversed";30;0.574
4700;"reversed";30;0.5947
4800;"reversed";30;0.609
4900;"reversed";30;0.6305
5000;"reversed";30;0.6412
5100;"reversed";30;0.6535
5200;"reversed";30;0.6722
5300;"reversed";30;0.6937
5400;"reversed";30;0.7445
5500;"reversed";30;0.7363
5600;"reversed";30;0.7476
5700;"reversed";30;0.7598
5800;"reversed";30;0.8103
5900;"reversed";30;0.8098
6000;"reversed";30;0.8236
6100;"reversed";30;0.8471
6200;"reversed";30;0.8519
6300;"reversed";30;0.8679
6400;"reversed";30;0.8881
6500;"reversed";30;0.9139
6600;"reversed";30;0.9223
6700;"reversed";30;0.9512
6800;"reversed";30;0.9698
6900;"reversed";30;0.9837
7000;"reversed";30;1.0017
7100;"reversed";30;1.0219
7200;"reversed";30;1.0476
7300;"reversed";30;1.0635
7400;"reversed";30;1.0821
7500;"reversed";30;1.1109
7600;"reversed";30;1.1305
7700;"reversed";30;1.1355
7800;"reversed";30;1.1463
7900;"reversed";30;1.1145
8000;"reversed";30;1.0537
8100;"reversed";30;1.0693
8200;"reversed";30;1.0835
8300;"reversed";30;1.1124
8400;"reversed";30;1.1129
8500;"reversed";30;1.1282
8600;"reversed";30;1.1545
8700;"reversed";30;1.1518
8800;"reversed";30;1.1811
8900;"reversed";30;1.2052
9000;"reversed";30;1.2127
9100;"reversed";30;1.2232
9200;"reversed";30;1.4625
9300;"reversed";30;1.285
9400;"reversed";30;1.2797
9500;"reversed";30;1.3122
9600;"reversed";30;1.3354
9700;"reversed";30;1.3206
9800;"reversed";30;1.3572
9900;"reversed";30;1.3607
10000;"reversed";30;1.3799
500;"almost_sorted";30;0.0373
600;"almost_sorted";30;0.0389
700;"almost_sorted";30;0.0449
800;"almost_sorted";30;0.0537
900;"almost_sorted";30;0.0591
1000;"almost_sorted";30;0.1059
1100;"almost_sorted";30;0.0828
1200;"almost_sorted";30;0.089
1300;"almost_sorted";30;0.0976
1400;"almost_sorted";30;0.1044
1500;"almost_sorted";30;0.1087
1600;"almost_sorted";30;0.115
1700;"almost_sorted";30;0.1213
1800;"almost_sorted";30;0.13
1900;"almost_sorted";30;0.1378
2000;"almost_sorted";30;0.1728
2100;"almost_sorted";30;0.1764
2200;"almost_sorted";30;0.1866
2300;"almost_sorted";30;0.193
2400;"almost_sorted";30;0.4537
2500;"almost_sorted";30;0.2073
2600;"almost_sorted";30;0.2179
2700;"almost_sorted";30;0.2251
2800;"almost_sorted";30;0.2313
2900;"almost_sorted";30;0.2408
3000;"almost_sorted";30;0.2476
3100;"almost_sorted";30;0.2533
3200;"almost_sorted";30;0.2639
3300;"almost_sorted";30;0.2718
3400;"almost_sorted";30;0.2797
3500;"almost_sorted";30;0.2971
3600;"almost_sorted";30;0.2976
3700;"almost_sorted";30;0.2933
3800;"almost_sorted";30;0.3045
3900;"almost_sorted";30;0.3504
4000;"almost_sorted";30;0.3871
4100;"almost_sorted";30;0.4096
4200;"almost_sorted";30;0.4019
4300;"almost_sorted";30;0.415
4400;"almost_sorted";30;0.4163
4500;"almost_sorted";30;0.4208
4600;"almost_sorted";30;0.4276
4700;"almost_sorted";30;0.4283
4800;"almost_sorted";30;0.4398
4900;"almost_sorted";30;0.4522
5000;"almost_sorted";30;0.4589
5100;"almost_sorted";30;0.4692
5200;"almost_sorted";30;0.4908
5300;"almost_sorted";30;0.6204
5400;"almost_sorted";30;0.4939
5500;"almost_sorted";30;0.4952
5600;"almost_sorted";30;0.5099
5700;"almost_sorted";30;0.525
5800;"almost_sorted";30;0.5243
5900;"almost_sorted";30;0.525
6000;"almost_sorted";30;0.5417
6100;"almost_sorted";30;0.5823
6200;"almost_sorted";30;0.5703
6300;"almost_sorted";30;0.5829
6400;"almost_sorted";30;0.5769
6500;"almost_sorted";30;0.5893
6600;"almost_sorted";30;0.6093
6700;"almost_sorted";30;0.5947
6800;"almost_sorted";30;0.6305
6900;"almost_sorted";30;0.6105
7000;"almost_sorted";30;0.6226
7100;"almost_sorted";30;0.6374
7200;"almost_sorted";30;0.6627
7300;"almost_sorted";30;0.6482
7400;"almost_sorted";30;0.6692
7500;"almost_sorted";30;0.6661
7600;"almost_sorted";30;0.6817
7700;"almost_sorted";30;0.6942
7800;"almost_sorted";30;0.7574
7900;"almost_sorted";30;0.8121
8000;"almost_sorted";30;0.8369
8100;"almost_sorted";30;0.8458
8200;"almost_sorted";30;0.851
8300;"almost_sorted";30;0.863
8400;"almost_sorted";30;1.0141
8500;"almost_sorted";30;0.8712
8600;"almost_sorted";30;0.894
8700;"almost_sorted";30;0.9056
8800;"almost_sorted";30;0.8967
8900;"almost_sorted";30;0.9949
9000;"almost_sorted";30;0.9222
9100;"almost_sorted";30;0.9176
9200;"almost_sorted";30;0.942
9300;"almost_sorted";30;0.9498
9400;"almost_sorted";30;0.9889
9500;"almost_sorted";30;0.9756
9600;"almost_sorted";30;0.9831
9700;"almost_sorted";30;1.0141
9800;"almost_sorted";30;1.0526
9900;"almost_sorted";30;1.0094
10000;"almost_sorted";30;1.0319
500;"random";50;0.063
600;"random";50;0.0745
700;"random";50;0.0981
800;"random";50;0.1159
900;"random";50;0.1299
1000;"random";50;0.1398
1100;"random";50;0.1533
1200;"random";50;0.1731
1300;"random";50;0.1926
1400;"random";50;0.2078
1500;"random";50;0.2307
1600;"random";50;0.2454
1700;"random";50;0.2602
1800;"random";50;0.2629
1900;"random";50;0.2903
2000;"random";50;0.3047
2100;"random";50;0.3244
2200;"random";50;0.3481
2300;"random";50;0.361
2400;"random";50;0.3777
2500;"random";50;0.3985
2600;"random";50;0.4113
2700;"random";50;0.4868
2800;"random";50;0.5747
2900;"random";50;0.4723
3000;"random";50;0.4944
3100;"random";50;0.5099
3200;"random";50;0.5381
3300;"random";50;0.5269
3400;"random";50;0.5441
3500;"random";50;0.5658
3600;"random";50;0.5791
3700;"random";50;0.6016
3800;"random";50;0.6221
3900;"random";50;0.6385
4000;"random";50;0.6524
4100;"random";50;0.6814
4200;"random";50;0.7009
4300;"random";50;0.7193
4400;"random";50;0.7365
4500;"random";50;0.7563
4600;"random";50;0.7758
4700;"random";50;0.789
4800;"random";50;0.8156
4900;"random";50;0.8645
5000;"random";50;0.8658
5100;"random";50;0.8846
5200;"random";50;0.903
5300;"random";50;0.9412
5400;"random";50;1.2574
5500;"random";50;1.0647
5600;"random";50;1.0025
5700;"random";50;1.0222
5800;"random";50;1.0397
5900;"random";50;1.0915
6000;"random";50;1.092
6100;"random";50;1.1151
6200;"random";50;1.2191
6300;"random";50;1.2303
6400;"random";50;1.1652
6500;"random";50;1.1567
6600;"random";50;1.1671
6700;"random";50;1.1726
6800;"random";50;1.1946
6900;"random";50;1.2147
7000;"random";50;1.2629
7100;"random";50;1.2546
7200;"random";50;1.2864
7300;"random";50;1.3443
7400;"random";50;1.4714
7500;"random";50;1.338
7600;"random";50;1.3648
7700;"random";50;1.3792
7800;"random";50;1.3961
7900;"random";50;1.4276
8000;"random";50;1.448
8100;"random";50;1.4662
8200;"random";50;1.4871
8300;"random";50;1.6943
8400;"random";50;1.5303
8500;"random";50;1.5616
8600;"random";50;1.5757
8700;"random";50;1.5938
8800;"random";50;1.6234
8900;"random";50;1.639
9000;"random";50;1.6608
9100;"random";50;1.7126
9200;"random";50;1.7113
9300;"random";50;1.7214
9400;"random";50;1.749
9500;"random";50;1.7666
9600;"random";50;1.7969
9700;"random";50;1.8124
9800;"random";50;1.8409
9900;"random";50;1.8636
10000;"random";50;1.898
500;"reversed";50;0.0649
600;"reversed";50;0.0778
700;"reversed";50;0.1046
800;"reversed";50;0.1313
900;"reversed";50;0.1174
1000;"reversed";50;0.1246
1100;"reversed";50;0.1445
1200;"reversed";50;0.1672
1300;"reversed";50;0.1915
1400;"reversed";50;0.2114
1500;"reversed";50;0.2404
1600;"reversed";50;0.2616
1700;"reversed";50;0.2232
1800;"reversed";50;0.2267
1900;"reversed";50;0.2538
2000;"reversed";50;0.2695
2100;"reversed";50;0.2944
2200;"reversed";50;0.397
2300;"reversed";50;0.333
2400;"reversed";50;0.354
2500;"reversed";50;0.383
2600;"reversed";50;0.4002
2700;"reversed";50;0.4316
2800;"reversed";50;0.4592
2900;"reversed";50;0.4714
3000;"reversed";50;0.4974
3100;"reversed";50;0.5342
3200;"reversed";50;0.5534
3300;"reversed";50;0.4454
3400;"reversed";50;0.4753
3500;"reversed";50;0.4808
3600;"reversed";50;0.4951
3700;"reversed";50;0.506
3800;"reversed";50;0.5303
3900;"reversed";50;0.557
4000;"reversed";50;0.579
4100;"reversed";50;0.6038
4200;"reversed";50;0.6138
4300;"reversed";50;0.6483
4400;"reversed";50;0.6535
4500;"reversed";50;0.6799
4600;"reversed";50;0.6975
4700;"reversed";50;0.7237
4800;"reversed";50;0.7497
4900;"reversed";50;0.7708
5000;"reversed";50;0.7913
5100;"reversed";50;0.8211
5200;"reversed";50;0.8423
5300;"reversed";50;0.8809
5400;"reversed";50;0.9062
5500;"reversed";50;0.9195
5600;"reversed";50;0.9417
5700;"reversed";50;1.0272
5800;"reversed";50;0.9962
5900;"reversed";50;1.0195
6000;"reversed";50;1.0454
6100;"reversed";50;1.0816
6200;"reversed";50;1.1253
6300;"reversed";50;1.158
6400;"reversed";50;1.1663
6500;"reversed";50;0.9665
6600;"reversed";50;1.0287
6700;"reversed";50;0.9438
6800;"reversed";50;0.9635
6900;"reversed";50;0.9835
7000;"reversed";50;1.1106
7100;"reversed";50;1.0301
7200;"reversed";50;1.0513
7300;"reversed";50;1.0713
7400;"reversed";50;1.0884
7500;"reversed";50;1.114
7600;"reversed";50;1.1315
7700;"reversed";50;1.1498
7800;"reversed";50;1.173
7900;"reversed";50;1.2021
8000;"reversed";50;1.2189
8100;"reversed";50;1.2478
8200;"reversed";50;1.2746
8300;"reversed";50;1.3552
8400;"reversed";50;1.5324
8500;"reversed";50;1.8883
8600;"reversed";50;1.3415
8700;"reversed";50;1.4181
8800;"reversed";50;1.3995
8900;"reversed";50;1.4105
9000;"reversed";50;1.5196
9100;"reversed";50;1.4617
9200;"reversed";50;1.5274
9300;"reversed";50;1.5291
9400;"reversed";50;1.5653
9500;"reversed";50;1.5681
9600;"reversed";50;1.5864
9700;"reversed";50;1.6085
9800;"reversed";50;1.779
9900;"reversed";50;1.9793
10000;"reversed";50;1.7162
500;"almost_sorted";50;0.0288
600;"almost_sorted";50;0.0311
700;"almost_sorted";50;0.0363
800;"almost_sorted";50;0.04
900;"almost_sorted";50;0.0597
1000;"almost_sorted";50;0.0625
1100;"almost_sorted";50;0.0676
1200;"almost_sorted";50;0.0712
1300;"almost_sorted";50;0.0931
1400;"almost_sorted";50;0.1029
1500;"almost_sorted";50;0.0953
1600;"almost_sorted";50;0.0961
1700;"almost_sorted";50;0.1309
1800;"almost_sorted";50;0.1281
1900;"almost_sorted";50;0.1366
2000;"almost_sorted";50;0.1449
2100;"almost_sorted";50;0.1507
2200;"almost_sorted";50;0.186
2300;"almost_sorted";50;0.206
2400;"almost_sorted";50;0.1714
2500;"almost_sorted";50;0.1785
2600;"almost_sorted";50;0.2255
2700;"almost_sorted";50;0.3112
2800;"almost_sorted";50;0.1998
2900;"almost_sorted";50;0.2047
3000;"almost_sorted";50;0.2106
3100;"almost_sorted";50;0.2225
3200;"almost_sorted";50;0.2253
3300;"almost_sorted";50;0.2653
3400;"almost_sorted";50;0.2862
3500;"almost_sorted";50;0.2922
3600;"almost_sorted";50;0.3001
3700;"almost_sorted";50;0.2901
3800;"almost_sorted";50;0.3121
3900;"almost_sorted";50;0.3135
4000;"almost_sorted";50;0.3252
4100;"almost_sorted";50;0.3437
4200;"almost_sorted";50;0.4229
4300;"almost_sorted";50;0.3485
4400;"almost_sorted";50;0.3512
4500;"almost_sorted";50;0.8004
4600;"almost_sorted";50;0.3615
4700;"almost_sorted";50;0.3795
4800;"almost_sorted";50;0.3779
4900;"almost_sorted";50;0.3898
5000;"almost_sorted";50;0.4029
5100;"almost_sorted";50;0.4044
5200;"almost_sorted";50;0.4027
5300;"almost_sorted";50;0.4311
5400;"almost_sorted";50;0.4765
5500;"almost_sorted";50;0.429
5600;"almost_sorted";50;0.4388
5700;"almost_sorted";50;0.4421
5800;"almost_sorted";50;0.4632
5900;"almost_sorted";50;0.4624
6000;"almost_sorted";50;0.4678
6100;"almost_sorted";50;0.4843
6200;"almost_sorted";50;0.5126
6300;"almost_sorted";50;0.4869
6400;"almost_sorted";50;0.5038
6500;"almost_sorted";50;0.5769
6600;"almost_sorted";50;0.6093
6700;"almost_sorted";50;0.6004
6800;"almost_sorted";50;0.6135
6900;"almost_sorted";50;0.6681
7000;"almost_sorted";50;0.6262
7100;"almost_sorted";50;0.6421
7200;"almost_sorted";50;0.6626
7300;"almost_sorted";50;0.6564
7400;"almost_sorted";50;0.6602
7500;"almost_sorted";50;0.7721
7600;"almost_sorted";50;0.6793
7700;"almost_sorted";50;0.6989
7800;"almost_sorted";50;0.6999
7900;"almost_sorted";50;0.7002
8000;"almost_sorted";50;0.7185
8100;"almost_sorted";50;0.7147
8200;"almost_sorted";50;0.7415
8300;"almost_sorted";50;0.7454
8400;"almost_sorted";50;0.7516
8500;"almost_sorted";50;0.7499
8600;"almost_sorted";50;0.8625
8700;"almost_sorted";50;0.7727
8800;"almost_sorted";50;0.7991
8900;"almost_sorted";50;0.7844
9000;"almost_sorted";50;0.7986
9100;"almost_sorted";50;0.8156
9200;"almost_sorted";50;0.8201
9300;"almost_sorted";50;0.8267
9400;"almost_sorted";50;0.8255
9500;"almost_sorted";50;0.8444
9600;"almost_sorted";50;0.8857
9700;"almost_sorted";50;0.8613
9800;"almost_sorted";50;0.8632
9900;"almost_sorted";50;0.8726
10000;"almost_sorted";50;0.903
